URL,Title,Description,Keyword(s),Deprecation Status,Published Date,Updated Date
"https://www.linode.com/docs/guides/introduction-to-version-control","Introduction to Version Control","This guide will help you get started with Version Control, a special application that stores and manages each revision of the files that make up your codebase.","version control, introduction to version control, git, introduction to git","false","2013-09-18",""
"https://www.linode.com/docs/guides/install-gogs-on-debian","Install Gogs on Debian 9 with nginx and PostgreSQL","Install Gogs, a Self-hosted Git Service Written in Go, on Your Debian 8 (Jessie) Server.","","true","2015-10-09","2017-11-09"
"https://www.linode.com/docs/guides/manage-source-code-versions-with-subversion","Manage Source Code Versions with Subversion","This guide shows how to manage source code with Subversion, an open source version control system.","svn, version control, source control management, subversion","true","2009-12-15","2018-01-01"
"https://www.linode.com/docs/guides/install-gitlab-on-ubuntu-14-04-trusty-tahr","Install GitLab on Ubuntu 14.04 (Trusty Tahr)","This guide shows how to install GitLab, the free git repository management app based on Ruby on Rails, on a Linode running Ubuntu 14.04 'Trusty Tahr'.","","true","2014-09-04","2017-06-21"
"https://www.linode.com/docs/guides/using-gitlab-runners-with-linode-object-storage","How to Use a GitLab Runner with Machine Driver and Object Storage","GitLab Runners perform CI/CD tasks for your GitLab pipelines. From building to testing to deploying, GitLab Runners can spin up machines and run everything you need. And with Object Storage you have an effective method for caching resources between jobs. Learn more about GitLab Runners and how to set up your own in this tutorial.","gitlab runner docker, what is gitlab runner, gitlab runner tutorial","false","2023-01-22",""
"https://www.linode.com/docs/guides/how-to-switch-git-branches","Switching Git Branches","A very basic guide on how to switch a branch in Git using Ubuntu 20.10, but for any operating system with the command line git tools installed.","git, branch, branches, switch branch, switch branches, switch git branches","false","2021-05-28",""
"https://www.linode.com/docs/guides/git-based-development-networks-with-girocco-on-debian-5-lenny","Git Based Development Networks with Girocco on Debian 5 (Lenny)","Use the Girocco engine from repo.or.cz to provide easy access to Git repositories.","git, girocco, gitweb, project hosting, social coding","true","2010-06-23","2013-09-24"
"https://www.linode.com/docs/guides/speed-up-your-development-process-with-turborepo","Speed up Your Development Process with Turborepo","Learn about Turborepo, the high-performance build system for JavaScript and TypeScript. Discover how it can help speed up your development process.","turborepo speeds up development process, monorepo, multirepo, remote scaling, polyrepo","false","2023-06-27","2024-05-02"
"https://www.linode.com/docs/guides/creating-git-aliases","Create Git Aliases to Quickly Run Git or Shell Commands","This guide shows you how to create Git aliases using the Git configuration files. You also learn how to write and execute a Bash script to customize Git.","git alias, git config alias","false","2022-04-01",""
"https://www.linode.com/docs/guides/git-rebase-command","Using the Git Rebase Command","This guide provides you with an introduction to the rebase command in Git and you will learn when to use these commands to rebuild your Git history.","git rebase, git rebase interactive","false","2021-10-15",""
"https://www.linode.com/docs/guides/how-to-remove-untracked-files-in-git","Remove Untracked Files in Git","Learn how to remove untracked files in git using the git clean command.","Git remove untracked files, Remove untracked files git, Git remove all untracked files, How to remove untracked files in git","false","2022-03-18",""
"https://www.linode.com/docs/guides/rename-git-branch","How to Rename a Git Branch","Need to know how to rename a Git branch? This guide explains what a Git branch is, when you should rename, and how to rename a branch in Git. ✓ Click here!","rename git branch, git rename branch, rename branch git, git rename local branch, git change branch name, git branch rename, git rename remote branch, rename branch, how to rename a branch in git, change branch name git","false","2023-04-25",""
"https://www.linode.com/docs/guides/manage-distributed-version-control-with-mercurial","Manage Distributed Version Control with Mercurial","Use the Mercurial version control system to manage source code in distributed environments.","version control, hg, mercurial","true","2010-04-26","2018-04-26"
"https://www.linode.com/docs/guides/subversion-svn-tutorial","Install and Use the Subversion CLI Client","This guide shows you how to install the Subversion client and how to use the most essential SVN commands. These commands include checking out a branch and commiting your working copy changes.","svn tutorial, svn commands","false","2022-01-14",""
"https://www.linode.com/docs/guides/install-gitlab-with-docker","Install GitLab with Docker","This guide shows how to install GitLab, the free git repository management app based on Ruby on Rails, on a Linode using the container application Docker.","gitlab, git, docker","false","2019-01-11",""
"https://www.linode.com/docs/guides/how-to-unbundle-nginx-from-omnibus-gitlab-for-serving-multiple-websites","Unbundling NGINX from Omnibus Gitlab","Unbundle the default NGINX server from Omnibus Gitlab and install and configure your own to enable virtual hosting.","version control, git, gitlab, install gitlab on ubuntu, how to manage repositories with gitlab","false","2016-02-29","2017-06-21"
"https://www.linode.com/docs/guides/how-to-use-gitignore","Use .gitignore to Ignore Specific Files and Folders","This guide explains the .gitignore file, describes how to create and update it, and documents its syntax","gitignore, .gitignore, Gitignore syntax, How to add files to gitignore, What is gitignore","false","2022-06-10",""
"https://www.linode.com/docs/guides/svn-vs-git","SVN vs Git: Which Version Control System Should You Use?","Comparing Git vs SVN? Our guide defines each system, highlights its pros and cons, and provides tips regarding which you should use.","svn vs git, git vs svn, subversion vs git","false","2022-05-13",""
"https://www.linode.com/docs/guides/how-to-install-git-and-clone-a-github-repository","How to Install Git and Clone a GitHub Repository","This tutorial is an introduction to developing with Git and GitHub with instructions on installing Git and creating your first GitHub test repository.","git, dvcs, vcs, scm, gitweb, github","false","2015-02-06",""
